CANMORE ID,SITE NUMBER,SITE NAME,SITE TYPE,SITE EASTING,SITE NORTHING,COUNCIL,COUNTY,PARISH,NGR,URL,,,,ETRS89 Geodetic ( Decimal Degrees )
136379,NB43NE 143,"Breivig, Lewis",Building(S) (Period Unassigned),148650,939350,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4865 3935,http://canmore.org.uk/site/136379,,,,"58.2706936285, -6.2880500266, 56.2151"
136380,NB43NE 144,"Breivig, Lewis",Township (Period Unassigned)(Possible),148150,939350,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4815 3935,http://canmore.org.uk/site/136380,,,,"58.27040763, -6.2965491287, 56.2338"
136381,NB43NE 15,"Ceann A-staigh Chuil, Lewis",Farmstead (Period Unassigned),147660,939430,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4766 3943,http://canmore.org.uk/site/136381,,,,"58.2708432862, -6.3049651838, 56.254"
136382,NB43NE 12,"Lewis, Col","Head Dyke (Post Medieval), Township (Period Unassigned)",147000,939900,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4700 3990,http://canmore.org.uk/site/136382,,,,"58.2746734403, -6.3166968444, 56.2845"
136383,NB43NE 7,"Lewis, Col Uarach",Farmstead (Period Unassigned),146340,939110,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4634 3911,http://canmore.org.uk/site/136383,,,,"58.2672181986, -6.3270519087, 56.3016"
136384,NB43NE 8,"Lewis, Tigh Thaishader",Shieling Hut(S) (Post Medieval)(Possible),146000,939730,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4600 3973,http://canmore.org.uk/site/136384,,,,"58.2725745793, -6.3335098386, 56.3202"
136385,NB43NE 9,"Lewis, Druim Fraoich","Enclosure (Period Unassigned), Shieling Hut (Post Medieval)(Possible)",146280,939690,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4628 3969,http://canmore.org.uk/site/136385,,,,"58.2723779487, -6.3287065107, 56.3091"
136386,NB43NE 10,"Lewis, Druim Ruisg",Shieling Hut (Post Medieval)(Possible),145380,939460,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4538 3946,http://canmore.org.uk/site/136386,,,,"58.2697980842, -6.3437520074, 56.3425"
136387,NB43NW 27,"Allt Dubh, Lewis",Shieling Hut (Post Medieval)(Possible),143470,938530,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4347 3853,http://canmore.org.uk/site/136387,,,,"58.2603600214, -6.3751856445, 56.4117"
136388,NB43NE 11,"Lewis, Allt Cro Nan Uan",Shieling Hut (Post Medieval)(Possible),145380,939340,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4538 3934,http://canmore.org.uk/site/136388,,,,"58.2687234119, -6.3436201988, 56.3417"
136389,NB43NW 5,"Lewis, Loch Roisnavat",Shieling Hut(S) (Post Medieval)(Possible),140060,939560,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4006 3956,http://canmore.org.uk/site/136389,,,,"58.2675822789, -6.4342771141, 56.5432"
136390,NB43NW 6,"Lewis, Airigh Torcail",Shieling Hut(S) (Post Medieval)(Possible),142930,939880,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4293 3988,http://canmore.org.uk/site/136390,,,,"58.2721343053, -6.385857702, 56.4412"
136391,NB43NW 7,"Lewis, Tota Sithe",Shieling Hut(S) (Post Medieval)(Possible),144830,939700,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4483 3970,http://canmore.org.uk/site/136391,,,,"58.2716287007, -6.353364297, 56.3665"
136392,NB43NW 8,"Lewis, Tom An Rishal",Shieling Hut (Post Medieval)(Possible),140880,939900,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4088 3990,http://canmore.org.uk/site/136392,,,,"58.271110551, -6.4207222048, 56.5153"
136511,NB44NE 2,"Lewis, Gress River",Shieling Hut(S) (Post Medieval)(Possible),145100,948020,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4510 4802,http://canmore.org.uk/site/136511,,,,"58.3462944277, -6.357948203, 56.4119"
136512,NB44NE 3,"Lewis, Gress River",Shieling Hut(S) (Post Medieval)(Possible),145100,947730,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4510 4773,http://canmore.org.uk/site/136512,,,,"58.3436973838, -6.3576276901, 56.4106"
136513,NB44NE 4,"Lewis, Gress River",Shieling Hut(S) (Post Medieval)(Possible),145510,947130,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4551 4713,http://canmore.org.uk/site/136513,,,,"58.3385622109, -6.349982677, 56.3976"
136514,NB44NE 6,"Lewis, Allt Mor Skriaval",Shieling Hut(S) (Post Medieval)(Possible),145920,947140,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4592 4714,http://canmore.org.uk/site/136514,,,,"58.3388894126, -6.3430115163, 56.3871"
136515,NB44NE 5,"Lewis, Gress River",Shieling Hut(S) (Post Medieval)(Possible),145610,947000,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4561 4700,http://canmore.org.uk/site/136515,,,,"58.3374560006, -6.3481363942, 56.3942"
136516,NB44NE 30,"Lewis, Gress River",Shieling Hut(S) (Post Medieval)(Possible),145950,945350,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4595 4535,http://canmore.org.uk/site/136516,,,,"58.3228763698, -6.3405307363, 56.3754"
136517,NB44NE 31,"Lewis, Gress River",Shieling Hut(S) (Post Medieval)(Possible),145910,945150,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4591 4515,http://canmore.org.uk/site/136517,,,,"58.3210621081, -6.3409916238, 56.3754"
136518,NB44NE 7,"Lewis, Gress River",Shieling Hut(S) (Post Medieval)(Possible),145660,946570,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4566 4657,http://canmore.org.uk/site/136518,,,,"58.3336341373, -6.3468110399, 56.3905"
136519,NB44NE 8,"Lewis, Gress River",Shieling Hut(S) (Post Medieval)(Possible),145750,946000,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4575 4600,http://canmore.org.uk/site/136519,,,,"58.328581659, -6.3446507995, 56.3851"
136520,NB44NE 9,"Lewis, Gress River",Shieling Hut(S) (Post Medieval)(Possible),145850,945530,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4585 4553,http://canmore.org.uk/site/136520,,,,"58.3244304813, -6.3424310253, 56.3796"
136521,NB44NE 11,"Lewis, Gress River",Shieling Hut (Post Medieval)(Possible),145740,946310,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4574 4631,http://canmore.org.uk/site/136521,,,,"58.3313520719, -6.3451624615, 56.3867"
136522,NB44NE 10,"Lewis, Gearraidh A' Deas",Shieling Hut(S) (Post Medieval)(Possible),147240,948580,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4724 4858,http://canmore.org.uk/site/136522,,,,"58.3525482286, -6.3221098046, 56.3625"
136523,NB44SW 20,"Airidh A' Starr, Lewis",Shieling Hut(S) (Post Medieval)(Possible),140900,943020,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4090 4302,http://canmore.org.uk/site/136523,,,,"58.2990607998, -6.4238732013, 56.5166"
136524,NB44SW 1,"Lewis, Loch An Eilein",Shieling Hut(S) (Post Medieval)(Possible),144450,943600,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4445 4360,http://canmore.org.uk/site/136524,,,,"58.3063339746, -6.3641282796, 56.4117"
136525,NB44SW 2,"Lewis, Loch Na Laig",Shieling Hut(S) (Post Medieval)(Possible),144400,944340,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4440 4434,http://canmore.org.uk/site/136525,,,,"58.3129317971, -6.3657971329, 56.4169"
136526,NB44SW 3,"Lewis, Feadan Loch Fada Caol",Shieling Hut(S) (Post Medieval)(Possible),144190,944110,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4419 4411,http://canmore.org.uk/site/136526,,,,"58.3107498146, -6.3691161236, 56.4232"
136527,NB44SW 4,"Lewis, Loch Fada Caol",Shieling Hut(S) (Post Medieval)(Possible),143590,944240,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4359 4424,http://canmore.org.uk/site/136527,,,,"58.3115640953, -6.3794696576, 56.4413"
136528,NB44SW 5,"Lewis, Airighean Loch Fada Caol",Shieling Hut(S) (Post Medieval)(Possible),143640,944720,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4364 4472,http://canmore.org.uk/site/136528,,,,"58.3158917347, -6.3791512734, 56.4424"
136529,NB44SW 6,"Loch An Tuim, Lewis",Shieling Hut(S) (Post Medieval)(Possible),142640,943260,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4264 4326,http://canmore.org.uk/site/136529,,,,"58.3022325866, -6.3945437247, 56.4669"
136532,NB44SW 9,"Roundogro, Lewis",Shieling Hut(S) (Post Medieval)(Possible),141200,942780,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4120 4278,http://canmore.org.uk/site/136532,,,,"58.297088472, -6.4185020491, 56.5077"
136533,NB44SW 10,"Airigh Allt An Fhion, Lewis",Shieling Hut(S) (Post Medieval)(Possible),141510,942830,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4151 4283,http://canmore.org.uk/site/136533,,,,"58.2977186734, -6.4132853747, 56.4991"
136534,NB44SW 11,"Loch A' Ghainmhich, Lewis",Shieling Hut(S) (Post Medieval)(Possible),142330,942760,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4233 4276,http://canmore.org.uk/site/136534,,,,"58.2975734397, -6.3992602261, 56.4751"
136535,NB44SW 12,"Loch A' Ghainmhich, Lewis",Shieling Hut(S) (Post Medieval)(Possible),142470,942660,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4247 4266,http://canmore.org.uk/site/136535,,,,"58.2967600185, -6.3967676924, 56.4705"
136536,NB44SW 13,"Allt Loch An A' Sgeil, Lewis",Shieling Hut(S) (Post Medieval)(Possible),143070,942950,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4307 4295,http://canmore.org.uk/site/136536,,,,"58.2997082114, -6.3868845829, 56.4535"
136537,NB44SW 14,"Airighean Torrie, Lewis",Shieling Hut(S) (Post Medieval)(Possible),143180,942840,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4318 4284,http://canmore.org.uk/site/136537,,,,"58.298787464, -6.3848913642, 56.4494"
136538,NB44SW 15,"Airighean Loch Gunna, Lewis",Shieling Hut(S) (Post Medieval)(Possible),141020,941380,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4102 4138,http://canmore.org.uk/site/136538,,,,"58.2844459232, -6.4199971897, 56.5126"
136539,NB44SW 16,"Airighean Barashader, Lewis",Shieling Hut(S) (Post Medieval)(Possible),144480,941980,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4448 4198,http://canmore.org.uk/site/136539,,,,"58.2918437903, -6.3618286071, 56.3983"
136540,NB44SW 17,"Airighean Loch Nam Breac, Lewis",Shieling Hut(S) (Post Medieval)(Possible),143150,941000,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4315 4100,http://canmore.org.uk/site/136540,,,,"58.2822925706, -6.383360027, 56.4396"
136541,NB44SW 18,"Airighean A' Lochan Staireach, Lewis",Shieling Hut(S) (Post Medieval)(Possible),141440,940860,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4144 4086,http://canmore.org.uk/site/136541,,,,"58.2800366555, -6.4122758018, 56.4979"
136542,NB44SW 19,"Lacastal, Lewis",Shieling Hut(S) (Post Medieval)(Possible),140720,940540,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4072 4054,http://canmore.org.uk/site/136542,,,,"58.2767472452, -6.4241575264, 56.5215"
136543,NB44NE 26,"Lewis, Airigh Loch Nan Geadh",Shieling Hut(S) (Post Medieval)(Possible),148590,946220,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4859 4622,http://canmore.org.uk/site/136543,,,,"58.3321881368, -6.2965370934, 56.3028"
136544,NB44NE 25,"Lewis, Loch Nan Geadh",Shieling Hut(S) (Post Medieval)(Possible),148520,946470,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4852 4647,http://canmore.org.uk/site/136544,,,,"58.3343870387, -6.2980014187, 56.3076"
136546,NB44NE 19,"Lewis, Bot A Colla",Shieling Hut(S) (Post Medieval)(Possible),148450,948970,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4845 4897,http://canmore.org.uk/site/136546,,,,"58.3567369289, -6.3019203217, 56.3329"
136547,NB44NE 18,"Lewis, Loch Vatacolla",Shieling Hut (Post Medieval)(Possible),148410,948430,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4841 4843,http://canmore.org.uk/site/136547,,,,"58.3518777488, -6.3020124468, 56.329"
136548,NB44NE 20,"Lewis, Gearraidh Mor",Shieling Hut(S) (Post Medieval)(Possible),147820,948620,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4782 4862,http://canmore.org.uk/site/136548,,,,"58.3532404331, -6.3122720449, 56.3479"
136393,NB43NW 9,"Lewis, Tom Roisnavat",Shieling Hut (Post Medieval)(Possible),140220,939800,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4022 3980,http://canmore.org.uk/site/136393,,,,"58.2698258626, -6.4318270749, 56.5379"
136394,NB43NW 10,"Tom Roisnavat, Lewis",Shieling Hut (Post Medieval)(Possible),140220,939500,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4022 3950,http://canmore.org.uk/site/136394,,,,"58.2671395022, -6.4314909069, 56.5371"
136395,NB43NE 130,"Lewis, Buaile An Ochd, Bhatasgeir",Township (Period Unassigned),148400,939700,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4840 3970,http://canmore.org.uk/site/136395,,,,"58.2736853696, -6.2926795592, 56.228"
136396,NB43NE 131,"Lewis, Buaile An Ochd, Bhatasgeir",Township (Period Unassigned),148350,939740,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4835 3974,http://canmore.org.uk/site/136396,,,,"58.2740150107, -6.293572981, 56.23"
136397,NB43NE 132,"Buaile An Ochd, Bhatasgeir, Lewis",Building(S) (Period Unassigned),148420,939820,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4842 3982,http://canmore.org.uk/site/136397,,,,"58.2747715543, -6.2924698457, 56.2284"
136398,NB43NE 133,"Buaile An Ochd, Bhatasgeir, Lewis",Building(S) (Period Unassigned),149040,939690,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4904 3969,http://canmore.org.uk/site/136398,,,,"58.2739614688, -6.2817887897, 56.2026"
136399,NB43NE 134,"Buaile An Ochd, Bhatasgeir, Lewis",Structure (Period Unassigned),148410,939590,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4841 3959,http://canmore.org.uk/site/136399,,,,"58.2727059084, -6.2923901419, 56.2257"
136400,NB43NE 135,"Buaile An Ochd, Bhatasgeir, Lewis","Building (Period Unassigned), Structure(S) (Period Unassigned)",148200,939830,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4820 3983,http://canmore.org.uk/site/136400,,,,"58.2747352103, -6.2962207452, 56.2365"
136401,NB43NE 140,"Breivig, Lewis",Township (Period Unassigned),148200,939300,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4820 3930,http://canmore.org.uk/site/136401,,,,"58.2699884471, -6.2956449096, 56.2318"
136402,NB43NE 141,"Breivig, Lewis",Township (Period Unassigned),148220,939280,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4822 3928,http://canmore.org.uk/site/136402,,,,"58.2698207721, -6.2952832279, 56.23"
136403,NB43NW 11,"Lochan Sgeireach, Lewis",Shieling Hut (Post Medieval)(Possible),141000,938650,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4100 3865,http://canmore.org.uk/site/136403,,,,"58.2599878218, -6.4172865182, 56.509"
136404,NB43NW 12,"Allt Molach, Lewis",Shieling Hut (Post Medieval)(Possible),141450,938570,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4145 3857,http://canmore.org.uk/site/136404,,,,"58.2595360495, -6.4095516365, 56.491"
136405,NB43NW 13,"Allt Molach, Lewis",Shieling Hut (Post Medieval)(Possible),142010,938460,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4201 3846,http://canmore.org.uk/site/136405,,,,"58.2588796563, -6.3999146331, 56.4694"
136406,NB43NW 14,"Allt Molach, Lewis",Shieling Hut (Post Medieval)(Possible),143030,938050,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4303 3805,http://canmore.org.uk/site/136406,,,,"58.2558048302, -6.3821301542, 56.4264"
136407,NB43NW 15,"Abhainn A' Chlinne Dhuibh, Lewis",Shieling Hut (Post Medieval)(Possible),143150,937300,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4315 3730,http://canmore.org.uk/site/136407,,,,"58.2491584815, -6.3792613858, 56.4159"
136408,NB43NW 16,"Abhainn A' Chlinne Dhuibh, Lewis",Shieling Hut(S) (Post Medieval)(Possible),143320,937040,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4332 3704,http://canmore.org.uk/site/136408,,,,"58.2469292703, -6.376086273, 56.407"
136409,NB43NW 17,"Abhainn A' Chlinne Dhuibh, Lewis",Shieling Hut(S) (Post Medieval)(Possible),142670,937350,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4267 3735,http://canmore.org.uk/site/136409,,,,"58.2493259315, -6.3874700224, 56.4366"
136410,NB43NW 18,"Cnoc Torravig, Lewis",Shieling Hut(S) (Post Medieval)(Possible),141290,937390,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4129 3739,http://canmore.org.uk/site/136410,,,,"58.2488753545, -6.4109545141, 56.4939"
136411,NB43NW 19,"Cnoc Torravig, Lewis",Shieling Hut(S) (Post Medieval)(Possible),141090,937570,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4109 3757,http://canmore.org.uk/site/136411,,,,"58.2503696433, -6.4145523028, 56.5033"
136412,NB43NW 20,"Loch Dubh, Lewis",Shieling Hut(S) (Post Medieval)(Possible),140980,938150,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4098 3815,http://canmore.org.uk/site/136412,,,,"58.2554986917, -6.4170680836, 56.5086"
136414,NB43NW 22,"Allt Dubh, Lewis",Shieling Hut(S) (Post Medieval)(Possible),143560,938360,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4356 3836,http://canmore.org.uk/site/136414,,,,"58.2588900831, -6.3734684881, 56.4068"
136415,NB43NW 23,"Tom Uilleam, Lewis",Shieling Hut(S) (Post Medieval)(Possible),142060,939210,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4206 3921,http://canmore.org.uk/site/136415,,,,"58.2656251735, -6.3998992538, 56.4697"
136416,NB43NW 24,"Lochan Sgeireach, Lewis",Shieling Hut(S) (Post Medieval)(Possible),140820,938660,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4082 3866,http://canmore.org.uk/site/136416,,,,"58.2599714089, -6.4203559376, 56.5151"
136417,NB43NW 25,"Loch Sgeireach, Lewis",Shieling Hut(S) (Post Medieval)(Possible),140400,937240,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4040 3724,http://canmore.org.uk/site/136417,,,,"58.2470083286, -6.425903296, 56.5282"
136418,NB43NW 26,"Grinnavat, Lewis",Shieling Hut(S) (Post Medieval)(Possible),140700,936280,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4070 3628,http://canmore.org.uk/site/136418,,,,"58.2385885564, -6.4197361811, 56.5144"
136419,NB43NE 16,"Aird Thunga, Lewis","Head Dyke(S) (Post Medieval), Township (Period Unassigned)",146100,937800,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4610 3780,http://canmore.org.uk/site/136419,,,,"58.2553476863, -6.3296968311, 56.2999"
136420,NB43NE 17,"Lewis, Aird Thunga","Head Dyke (Post Medieval), Township (Period Unassigned)",146200,936700,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4620 3670,http://canmore.org.uk/site/136420,,,,"58.2455539562, -6.3267949819, 56.2871"
136422,NB44SE 27,"Cnoc Nan Clach, Lewis",Shieling Hut (Post Medieval)(Possible),146680,943870,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4668 4387,http://canmore.org.uk/site/136422,,,,"58.3100437643, -6.3264818293, 56.3394"
136423,NB44SE 28,"Clach Na Sgarrasgir, Lewis",Shieling Hut (Post Medieval)(Possible),146860,943400,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4686 4340,http://canmore.org.uk/site/136423,,,,"58.3059383274, -6.3229042808, 56.3291"
136424,NB44SW 24,"Loch Nam Faoileag, Lewis","Enclosure (Period Unassigned), Shieling Hut (Post Medieval)(Possible)",144350,940690,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4435 4069,http://canmore.org.uk/site/136424,,,,"58.2802157963, -6.3626152338, 56.3936"
136425,NB44SW 25,"Airigh Cul Choinnich, Lewis",Shieling Hut (Post Medieval)(Possible),144600,941380,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4460 4138,http://canmore.org.uk/site/136425,,,,"58.286540306, -6.3591258383, 56.3901"
134930,NB43SW 37,"Lewis, Stoney Field",Building (Period Unassigned),144200,931280,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4420 3128,http://canmore.org.uk/site/134930,,,,"58.1958577647, -6.35480372, 56.3534"
134931,NB43SE 13,"Lewis, Aignish",Farmstead (Period Unassigned),148900,931900,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 489 319,http://canmore.org.uk/site/134931,,,,"58.2041112713, -6.2757484633, 56.153"
134932,NB43SE 14,"Lewis, Knock Ramadale",Farmstead (Period Unassigned),148620,931370,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4862 3137,http://canmore.org.uk/site/134932,,,,"58.1992048387, -6.2799270407, 56.1605"
134933,NB43SE 15,"Lewis, Swordale Top",Farmstead (Period Unassigned),149250,931290,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4925 3129,http://canmore.org.uk/site/134933,,,,"58.1988469128, -6.2691533082, 56.1343"
134934,NB43SE 12,"Lewis, Carse Of Melbost",Building (Period Unassigned),145010,933180,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4501 3318,http://canmore.org.uk/site/134934,,,,"58.2133425588, -6.3431458222, 56.3216"
139431,NB53SW 23,"Lewis, Eye Peninsula, Broad Bay, Chain Home Radar Station",Radar Station (20th Century),153140,934470,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 5314 3447,http://canmore.org.uk/site/139431,,,,"58.2295254356, -6.206531099, 56.0069"
153311,NB43SW 44,"Lewis, Stornoway Harbour, King Edward Wharf, Ferry Terminal",Ferry Terminal (Period Unassigned),142142,932671,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 42142 32671,http://canmore.org.uk/site/153311,,,,"58.2071162664, -6.3912481817, 56.4472"
153218,NB43SW 40,"Lewis, Stornoway, Bridge Rail",Railings (Period Unassigned),142000,934000,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 42 34,http://canmore.org.uk/site/153218,,,,"58.2189345009, -6.3951308549, 56.4542"
167203,NB43SW 53,"Lewis, Stornoway, Point Street",No Class (Event),142190,932780,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4219 3278,http://canmore.org.uk/site/167203,,,,"58.2081204413, -6.3905545672, 56.4445"
167215,NB43SW 54,"Lewis, Cnoc Na Croich",Structure (Period Unassigned),141860,932280,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 4186 3228,http://canmore.org.uk/site/167215,,,,"58.203449859, -6.3955989488, 56.4591"
187082,NB43SW 124,"Lewis, Holm",No Class (Event),144500,930700,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 445 307,http://canmore.org.uk/site/187082,,,,"58.1908374089, -6.3490794047, 56.3387"
206857,NB33SE 28,"Cnoc Gaoisde, Lewis",Head Dyke (Post Medieval),139600,933500,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 396 335,http://canmore.org.uk/site/206857,,,,"58.2130460861, -6.4353002861, 56.5543"
206860,NB43SW 125,"Lewis, Mary Bank",Head Dyke (Post Medieval),140400,933900,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 404 339,http://canmore.org.uk/site/206860,,,,"58.2170996911, -6.4221723456, 56.5222"
206867,NB43SW 126,"Lewis, Loch Mor A' Chrotaich",Head Dyke (Post Medieval)(Possible),141200,930100,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 412 301,http://canmore.org.uk/site/206867,,,,"58.1835415083, -6.4043734943, 56.4922"
206868,NB43SW 127,"Lewis, Loch Arnish",Head Dyke(S) (Post Medieval),142300,930300,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 423 303,http://canmore.org.uk/site/206868,,,,"58.1859760615, -6.3859446532, 56.4415"
206823,NB44SE 55,"Cnoc Na Clach, Lewis",Head Dyke (Post Medieval),146300,943600,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 463 436,http://canmore.org.uk/site/206823,,,,"58.3074063907, -6.3326517116, 56.3505"
206834,NB44SW 40,"Cnoc Gualainn, Lewis",Head Dyke (Post Medieval),143700,941500,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 437 415,http://canmore.org.uk/site/206834,,,,"58.2870911322, -6.3745623274, 56.4229"
206836,NB43NW 29,"Beinn Na Saighdhe, Lewis",Head Dyke (Post Medieval),142200,937000,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 422 370,http://canmore.org.uk/site/206836,,,,"58.2459167021, -6.3950646588, 56.4556"
206840,NB43NW 30,"Abhainn A' Ghlinne Dhuibh, Lewis",Head Dyke(S) (Post Medieval)(Possible),143400,936700,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 434 367,http://canmore.org.uk/site/206840,,,,"58.2439311113, -6.3743517153, 56.4016"
217209,NB32NE 31,"Lewis, Arnish Moor",Lazy Beds (Post Medieval),138540,929720,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3854 2972,http://canmore.org.uk/site/217209,,,,"58.1785714601, -6.4490431797, 56.5992"
217210,NB33NW 48,"Lewis, Allt Creagan Nan Feannag",Shieling Hut(S) (Post Medieval),134670,935630,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3467 3563,http://canmore.org.uk/site/217210,,,,"58.2291783048, -6.5213717648, 56.7205"
217211,NB33SW 33,"Lewis, Loch Mor A Chocair",Sluice (Period Unassigned),134410,934520,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3441 3452,http://canmore.org.uk/site/217211,,,,"58.21908335, -6.5245167614, 56.7286"
